question,A,B,C,D,answer
" If it were known that a policy would wipe out several animal species without negatively affecting human beings, Baxter would most likely say that","this policy is morally problematic because it harms the environment.","this policy is morally problematic because it damages the integrity of the ecosystem.","this policy is morally obligatory because the environment ought not to exist.","this policy is morally unproblematic.",3
" According to Reiman, van den Haag's argument leads to the conclusion that","we should refrain from imposing the death penalty.","the refusal to execute criminals has a civilizing effect.","we should institute death by torture.","murder is wrong.",2
" According to Singer, the principle of equality requires","identical treatment.","differential treatment.","equal consideration.","differential consideration.",1
" Advocates of care ethics argue that","care ethics is an important development of virtue ethics.","that traditional moral theories have difficulty explaining the rightness or wrongness of attitudes.","that the only important more concepts are care and compassion.","that we should think about welfare and happiness in terms of sympathy.",1
" According to Norcross, any attempt to justify the claim that humans have a higher moral status than other animals by appealing to some version of rationality as the morally relevant difference between humans and animals will","fail to give an adequate answer to the argument from marginal cases.","fail to make the case that such a difference is morally relevant to the status of animals as moral patients as opposed to their status as moral agents.","both A and B","neither A nor B",2
" In response to the argument that the death penalty does not deter murderers, van den Haag claims that","he is still confident that the threat of the death penalty at least sometimes prevents murder.","criminal law is supposed to protect the innocent over murderers.","the severity and finality of the death penalty is appropriate to the seriousness and finality of murder.","all of the above",3
" Thomas Nagel call the two kinds of moral considerations he discusses in 'War and Massacre'","consequentialist and dignity-based","forward-looking and backward-looking","utilitarian and absolutist","All of the above",2
" What is the main reason why Arthur doesn't think that the poor have a right to aid from the affluent?","Persons can never have a right to aid from anyone.","The right to aid is a negative right.","The consequences of helping the poor would be worse than the consequences of not helping them.","This kind of right would require a contract or agreement, and the affluent haven't entered into a contract or agreement with the poor.",3
" What assumption does Pence think people who object to SCNT make when they say that SCNT is not best for the child?","The parents have good motives.","We can't tell what the motives of the parents are.","The parents have bad motives.","none of the above",0
" Van den Haag is","a distributionist.","an abolitionist.","a retentionist.","a humanitarian.",2
" Against Kant's view of sexual objectification, Papadaki argues that","it is not clear how sexual use sacrifices humanity.","Kant is wrong to think about the wrong of sexual objectification in terms of humanity.","sexual objectification actually enhances humanity.","Papadaki actually agrees with Kant's view",0
" Thomson discusses a different version of the violinist case wherein the violinist only needs to use your kidneys for one hour to survive. Her own view about this case is that","you have no obligation to let the violinist use your kidneys for that hour.","the violinist has an obligation to disconnect him- or herself before that hour is over.","because you ought to let the violinist use your kidneys for that hour, we should conclude that he or she has a right to use your kidneys for that hour.","even though you ought to let the violinist use your kidneys for that hour, we should not conclude that he or she has a right to use your kidneys for that hour.",3
" Fine asks us to consider the example of a yoga group that practices in Central Park and is free to reject prospective members but isn't free to exclude others from making use of Central Park. The point of this example is to show that","Central Park qualifies as a state.","there is a difference between rules of membership and rules about settlement within a physical territory.","territorial rights only belong to individuals.","Wellman is committed to an absurd theory of group membership.",1
" The annual death-toll from poverty related causes is, according to Pogge,","around one quarter of all human deaths.","around one third of all human deaths.","around one half of all human deaths.","none of the above.",0
" What is the overall percentage of capital cases that are overturned because of serious errors?","under 50 percent","52 percent","68 percent","82 percent",2
" According to Nussbaum, treating someone as an object is","sufficient for sexual objectification.","necessary for sexual objectification.","not necessary for sexual objectification.","all of the above.",2
" In Corvino's reading of Aquinas, 'unnatural' sexual acts are those that are","deliberately pro-creative.","non-consensual.","deliberately non-procreative.","uncommonly practiced among adults.",1
" Rachels compares the cases of Smith and Jones to show that","killing is in itself morally worse than letting die.","letting die in itself is morally worse than killing.","killing is not in itself morally worse than letting die.","none of the above",2
" Biocentrism is the view that","the only beings that possess direct moral standing are human beings.","all and only sentient creatures have direct moral standing.","all living beings, because they are living, possess direct moral standing.","the primary bearers of direct moral standing are ecosystems in virtue of their functional integrity.",2
" Which of the following is a feature of consequentialist moral theory?","It is a value-based theory.","It involves the idea of alternative actions open to the agent.","It is a strongly impartialist moral theory.","all of the above",3
" On West's account, women who engage in undesired sex because of actual or felt dependence on their partner may experience injury to their sense of autonomy because","they have neglected to take whatever steps would lead to their self-sustenance.","they are dominated by their partners insofar as they are not free to do as they please.","they are actually coerced into having sex.","none of the above.",0
" Which of the following is not mentioned by Macedo as a duty that societies have toward nonmembers?","duties of fair dealing (e.g., nonexploitation)","cosmopolitan egalitarian duties (e.g., ensuring that everyone has equal wealth)","duties of rectification and redress (e.g., redressing those who were oppressed)","humanitarian duties (e.g., preventing systematic violations of human rights)",1
" Mill thinks that each person desires","to do his or her duty.","to be virtuous.","his or her own happiness.","none of the above",2
" According to Valls, a just cause for political violence is usually","defensive.","offensive.","territorial.","economically motivated.",0
" Fine asks us to consider an example in which a private club 'regularly arranges noisy late-night gatherings' to show that","private clubs can rightfully exclude outsiders.","the actions of groups can affect members outside that group.","there is no difference between an individual's and a group's freedom of association.","all of the above",1
" According to Huemer, even if drug use harms a person's friends, families, and other relations,","this would still not justify drug prohibition.","this would justify drug prohibition.","this would only justify drug prohibition if drug use was extremely likely to cause these harms.","this would only justify drug prohibition if drug use was more likely to cause these kinds of harms than other prohibited activity.",0
" The basic idea of social contract theories of morality is that correct or justified moral rules or principles are the ones that result from","a social leader's moral deliberations.","an actual or hypothetical social agreement of some sort.","a contract that has been signed by most of the affected parties.","none of the above",1
" In Singer's view, the question of when it's wrong to painlessly kill an animal is one","to which we need to give a precise answer.","to which we need give no precise answer.","that cannot be answered, vaguely or precisely.","that is ethically unimportant.",1
" Which of the following is one of de Marneffe's responses to the objection that drug prohibition would be paternalistic?","Drug prohibition would be done for the benefit of others, not the benefit of those who wish to produce/sell drugs, so it is not paternalistic in an objectionable sense.","Drug prohibition would be paternalistic, but its consequences would be good enough to outweigh considerations about paternalism.","Drug prohibition would be targeted to adults, and one can only be paternalistic toward children.","Paternalism is always justified when the paternalistic practices truly are in the best interest of those affected.",0
" Lukianoff and Haidt argue that the disinvitation of certain speakers","is an example of mental filtering.","will only serve to promote intellectual homogeneity on college and universities.","will encourage students to disregard positive aspects of a person's history.","All of the above.",1
" Ashford's article is meant to address a particular paralysis in the face of","the sheer scope of global poverty.","having to choose between addressing immediate harm and addressing structural injustice.","reconciling conflict moral theories.","having to give up so much of our own wealth in light of Singer's arguments.",0
" In support of her thesis that global social institutions violate the rights of the world's poor, Ashford argues that","illicit cash flow to tax havens from rich countries exceeds aid to the world's poor.","the implementation of neoliberal economic policies have had at mixed and at worse adverse impacts of the economic and social rights of the world's poor.","that wealthy nations press their political and economic advantages to secure unfair trade agreements with poor countries.","all of the above",3
" Papadaki argues that","sexual objectification is not always wrong.","sexual objectification involves the total reduction of a person to an object.","sexual objectification is not explainable in Kantian terms.","sexual objectification involves the denial of a person's humanity.",3
" The two kinds of anti-homosexuality arguments to which Corvino responds are","naturalness arguments and arguments from fidelity.","harm arguments and arguments from divine command.","unnaturalness arguments and harm arguments.","naturalness arguments and economic arguments.",2
" The view that moral considerations do not apply to war is known as","jus ad bellum.","antiwar pacifism.","just war theory.","moral nihilism.",3
" In the context of Gardiner's article, 'the fragmentation of agency' refers to what?","an agent's inability to acknowledge his or her contribution to climate change","the fragmentation of the effects of greenhouse gas emissions across generations","the vast number of individuals and agents who contribute to climate change","the idea that it's not rational for each individual to restrict his or her own pollution",2
" Ashford thinks that the right test of whether or not legal and economic structures are minimally just is to see whether or not","they help develop human capabilities.","they minimize the amount of suffering in the world.","they recognize, enforce, and implement duties not to violate human rights.","they are universalizable.",2
" Little argues that we should accept a prerogative on the part of mothers to end a pregnancy until the fetus is a person because","we should accept a prerogative to decline radical changes to one's practical identity.","abortion is absolutely morally wrong.","abortion is presumptively morally wrong but can become permissible in certain extreme cases.","there is no clear answer about the moral status of abortion.",0
" Which of the following is, according to the introduction to chapter 8, typically defined as the act or practice of killing or allowing someone to die?","murder","ethical killing","suicide","euthanasia",3
" In Baxter's view, the first and foremost step toward a solution of our environmental problems is a clear recognition that our objective is not pure air or water but rather","some optimal state of pollution.","an overall maximally clean environment.","some maximal state of pollution.","the preservation of all living species.",0
" Ross's moral theory is a version of","consequentialism.","the ethics of prime facie duty.","Kantian theory.","virtue ethics.",1
" Which of the following are forms of misogynist speech according to Richardson-Self?","Interdivisional misogynist speech","Intradivisional misogynist speech","Interpersonal misogynist speech","A and B only",3
" Leopold most likely describes the 'land pyramid' to","argue that nature is not inherently normative.","provide a description of a mechanism that "we can see, feel, understand, love, or otherwise have faith in."","give a detailed description of how plants absorb energy from the sun.","argue that even the noneconomic parts of the "biotic clock" have economic value.",1
" Ecoholism is the view that","only whole ecosystems (not any of the individuals that make up those ecosystems) have direct moral standing.","ecosystems and some of the individuals that make them up have direct moral standing.","ecosystems do not have direct moral standing but some of the individuals that make them up do.","none of the above",1
" The view according to which wars are always (or at least nearly always) morally wrong is known as","just war theory.","antiwar pacifism.","moral nihilism.","jus ad bellum.",1
" According to Reiman, van den Haag's arguments in favor of the death penalty","are incompatible with the right to retaliation.","prove that torture is morally impermissible.","should be accepted.","follow common sense.",3
" What two problems does individualism lead us into, according to Hourdequin?","It leads to failures of developing integration and integrality.","They lead us into "tragedy of the commons" situations and they instill in us an atomistic view of persons.","It leads to increased greenhouse gas emissions and increased consumption of non-recyclable goods.","We both tend to think of our moral obligations as only personal obligations, and so think that we can only advocate for policy in "tragedy of the commons" situations.",3
" One message that Nathanson argues we can send by abolishing the death penalty is that","we respect the dignity of human life.","there are some penalties worse than death.","there is no punishment that is proportional to murder.","none of the above",0
" Aristotle claims that a state of character arises from the repetition of similar","beliefs.","relationships.","activities.","opinions.",2
" Corvino considers the following argument: Homosexuals are 'born that way'; therefore, homosexual activity is good and natural. Corvino claims that this argument is unsound. Why?","It ignores the possibility that homosexuality is a lifestyle choice.","It assumes that all innate desires are good ones.","It is equivalent to recognizing that homosexuality is unusual.","None of the above",1
" Hardin's approach to the moral issues of hunger and poverty is essentially","a consequentialist approach.","a virtue ethics approach.","an ethics of prime facie duty approach.","a Christian/Marxist approach.",0
" Which of the following theories will approach the morality of abortion by considering how much overall intrinsic value is likely to be brought about by abortion?","virtue ethics","consequentialist theory","Kantian ethics","natural law theory",1
" In his definition of terrorism, Valls defines 'violence' as","including only bodily harm to persons.","including bodily harm to persons and the destruction of property.","including only the destruction of property.","none of the above",1
" What information is available to occupants within Rawls's original position?","knowledge of how one is talented compared to others","knowledge of one's social status","knowledge of one's abilities, such as intelligence, strength, and so on","none of the above",3
" Shapiro claims that surveys have been confirmed by longitudinal studies that indicate that","excessive use of illegal drugs is the norm.","moderate and/or controlled use of illegal drugs is the norm.","an individual's illegal drug use inevitably diminishes over time.","those who begin using illegal drugs typically do not stop until they become addicted.",1
" A truly environmental ethic must hold that which of the following has direct moral standing?","at least some nonhuman beings","at least some nonconscious beings","both A and B","neither A nor B; an environmental ethic may deny that there are any nonhuman and nonconscious beings with direct moral standing.",2
" Ashford argues that worries about causing dependency on aid agencies among those in extreme poverty does not mean that we should","abandon the world's poor to their unjust predicament.","legally abolish aid agencies.","adopt a social contract approach to the problem of global economic justice.","accept the view that we have no negative duties to the poor.",2
" According to Singer, the conclusions argued for in 'all animals are equal' flow from which of the following principles alone?","the principle of maximizing happiness","the principal principle","the principle of double effect","the principle of minimizing suffering",3
" Mill thinks that if something is desirable, but not desirable as an end, then it must be","desirable as a rule.","desirable in theory.","desirable as a means.","none of the above",2
" From the fact that emigration is often associated with significant costs, Fine concludes that","those who are willing (or forced) to leave a state often have substantial interests in living in another state.","preventing potential immigrants from settling in a different state can be detrimental to their well-being.","closing borders can have significant costs to potential immigrants.","all of the above",3
" Mill defends which of the following liberty-limiting principles?","the harm principle","the offense principle","the principle of legal paternalism","wthe principle of legal moralism",0
" By definition, if a person or thing needs to be taken into account in moral decision-making (i.e., if it counts morally), then that person or thing has","moral standing.","moral permissibility.","viability.","all of the above",0
" What is an example of 'mutual coercion, mutually agreed upon'?","all countries cooperating to change the existing incentive structure by introducing a system of enforceable sanctions to curb climate change.","the agreement of more powerful nations to require less powerful nations to curb greenhouse gas emissions for the benefit of all humanity.","the agreement of less powerful nations to boycott trade with more powerful nations until the latter agree to curb their greenhouse gas emissions.","the agreement of a large number of individual agents to restrict their own pollution.",0
" Which of the following is a problem for Kant's principle of equality and an 'eye for an eye' according to Nathanson?","It fails to tell us what the appropriate punishment would be for all cases of criminal action.","It does not provide an adequate measure of moral desert.","It requires that we punish criminals in ways that are morally unacceptable.","all of the above",3
" What is Pence's main objective in his article 'Will Cloning Harm People?'","to use consequentialist arguments to show that cloning is immoral","to object to consequentialist arguments against cloning","to use Kant's humanity formulation to show that cloning is immoral","to use Kant's humanity formulation to show that cloning is morally acceptable",1
" Timmons suggests that many people believe in moral relativism because","They believe in tolerating differences.","They are sensitive to the descriptive fact of widespread moral disagreement.","They realize that some ethical claims seem true in some contexts but not in others.","All of the above.",3
" According to Sandel, eugenics and genetic enhancement can be seen to be wrong from a religious perspective because","their use would lead to atheism or agnosticism.","in using them, we would confuse our role in creation with God's role.","the Bible explicitly opposes all forms of technological enhancement.","all of the above",1
" Which of the following is a method of torture that Dershowitz believes is appropriate in those cases where torture is permissible?","having a sterilized needle shoved under the victim's fingernails","electrocution at nonlethal levels","submerging the victim in water so he or she feels as if he or she is drowning","none of the above; Dershowitz thinks torture is wrong in all cases.",0
" In Rachels's thought experiment with Smith and Jones, Jones's action (i.e., his watching the child, who slipped accidentally, drowned in the tub) is supposed to be an example of","killing.","letting die.","assisted suicide.","none of the above",1
" According to Gill, the moral value of autonomy mostly consists in","the ability to act and choose while free from distress.","the ability to choose to end one's own life.","the ability to make important life decision on the basis of our deepest values.","the duty to not interfere with the free choices of others.",2
" Foot's Rescue I and Rescue II cases are intended to","contrast evil intentions with good intentions.","contrast originating a harmful sequence with allowing a harmful sequence to continue.","show that evil intentions always involve the origination of harmful sequences.","all of the above",1
" In contrast to Garrett Hardin's approach, the Confucian model rejects coercion because","the costs of eliminating a collective action problem are not irrelevant to its solution","it affirms the autonomy of individuals apart from others.","it cannot lead to real social change, which involves changes of mind as well as action","The Confucian model actually accepts coercion.",1
" Velleman believes that the option of euthanasia may harm some patients. What does he think is the most significant way in which this might happen?","by burdening a patient with having to justify his or her continued existence","by eliminating the patient's capacity for self-determination","by eliminating a patient's opportunities for self-determination","by tempting a patient to undergo a painful procedure",0
" Velleman believes that euthanasia can be justified on the basis of","Kantian considerations.","consequentialist considerations.","existentialist considerations.","feminist considerations.",0
" Carruthers argues that, on contractualist grounds, nonhuman animals may be accorded which of the following kinds of moral standing?","direct","indirect","quasi-","none of the above",1
" One of the premises of the 'lack of imagination' argument that Kamm discusses is that","genetic enhancement is always morally permissible.","nature ought to be honored over personal choice.","most people's conception of the varieties of goods is limited.","we ought to always leave the development of valuable traits up to chance.",2
" In accordance with the theory of justice proposed by John Rawls, Stephen Macedo argues,'We must consider the justifiability of policies from the standpoint of the _____ well-off among our fellow citizens.'","most","least","historically","permanently",1
" Which of the following is not a prima facie duty that Ross discusses?","the duty to keep promises","the duty not to harm others","the duty to protect our natural environment","the duty of nonmaleficence",2
" Which of the following is an example of a vice of character?","blindness","physical weakness","obesity","cowardice",3
" Leopold claims that history has shown that 'the conqueror role is eventually self-defeating.' It is self-defeating, in this view, because","the conqueror doesn't understand what makes the conquered community tick.","the conqueror doesn't know what and who within the community is valuable.","the conqueror doesn't know what and who is worthless in community life.","all of the above",3
" Sarah Fine's 'internal critique' of Wellman's argument targets his claim that","we have an absolute right to freedom of association (i.e., one that cannot be outweighed by anything else).","freedom of association implies that a legitimate state has a presumptive right to exclude anyone from its territory.","immigration is harmful to low-income Americans.","egalitarianism is a Marxist doctrine.",1
" Shapiro discusses experiments about the role of expectations in the experience of drug use to show that","drug effects are inherently biological and are not influenced at all by expectations and other psychological factors.","users who do not expect to get addicted to "hard" drugs almost always do.","there is no such thing as drug addiction.","sometimes a drug's effects are the direct result of what one expects from the drug.",3
" What kind of consequentialist theory does Dershowitz think can justify terrorism in certain extreme particular cases?","act-based deontology","rule-based hedonism","rule utilitarianism","act utilitarianism",3
" On the proposal that we need to establish world food banks to help those who are in need, Hardin would say that","if the proposal were to be realized, the operation must be conducted consistently.","only the richer countries have some moral obligation to make deposits in the world food banks.","it would be subject to the tragedy of the commons.","we need to go with the idea because we ought not to punish poor people who are caught in an emergency.",2
" A utilitarian who recognizes rights will attempt to explain rights on the basis of utility by claiming that","there are no moral rights; there is only utility.","a moral right is a kind of claim that is justified by the fact that its recognition will not diminish overall welfare.","a moral right is a kind of claim that is justified by the fact that its recognition will contribute to the maximization of overall welfare.","all of the above",2
" If a global ban would not be effective in prohibiting genetic engineering that goes beyond eliminating obvious defects, then Singer suggests which 'bolder' strategy?","creating a world military that would enforce the ban with greater strength","requiring genetic engineering for every newborn child","using a lottery system so everyone gets a fair chance at the benefits of genetic engineering","none of the above",2
" Which of the following is a kind of consequentialist theory that explains right action in terms of the net balance of pleasure (or lack of pain) produced by that action?","hedonistic utilitarianism","perfectionist consequentialism","rule consequentialism","By definition, consequentialist theories do not mention pain.",0
" The retributive theory of punishment does not claim that","wrongdoers deserve to be punished.","specific punishments are justified based on the overall intrinsic value that they produce","the punishment should fit the crime.","the death penalty might be morally justified in some cases of murder.",1
" Mary's laptop deserves moral consideration only because she owns it and cares about it. Thus, Mary's laptop has","direct moral standing.","indirect moral standing.","relative moral standing.","inherent or intrinsic worth.",1
" Collins suggests that the moral value of caring actions comes from","the intrinsic value of caring attitudes which motivate caring actions.","how well any caring actions fulfills the recipient's interests and the strength of one's intention to fulfill the recipient's interest.","the degree to which those actions produces the greatest amount of happiness in the recipient of care.","the non-instrumental value of caring actions as manifestations of intrinsic goods for person like love and forgiveness.",1
" Kant's humanity formulation of the categorical imperative makes it impermissible for us to, he argues,","sell one of our teeth.","engage in prostitution.","both A and B","Neither A nor B",2
" According to Nathanson, criminals who commit murder forfeit their right to","life.","respect.","privacy.","humane treatment.",2
" Reiman suggests that the refusal to execute criminals teaches","the wrongfulness of murder.","that the death penalty is a better deterrent than life imprisonment.","that criminals already face the risk of death.","that criminals are usually undeterred by the chance of receiving the death penalty.",0
" According to Shapiro, the standard view has to explain the preeminence of controlled use by arguing that","controlled use is preeminent.","drug laws have no effect on access to illegal drugs.","drug laws reduce access to illegal drugs.","drug laws increase access to illegal drugs.",2
" Which of the following is a premise of Kass's despotism argument?","Cloning is inherently morally wrong.","In reproductive cloning, one seeks to impose one's will on a child's future.","The permissibility of cloning depends on the parent's intent to raise the child.","We have a good reason not to clone.",1
" In Rachels's thought experiment with Smith and Jones, Smith's action (i.e., his holding the child underwater) is supposed to be an example of","killing.","letting die.","assisted suicide.","none of the above",0
" All cases of euthanasia in which the patient has consented to the active bringing of his or her death are cases of","voluntary euthanasia.","involuntary euthanasia.","nonvoluntary euthanasia.","passive euthanasia.",0
" According to Ross, when our duties conflict with each other we should","not do anything because duties cannot actually conflict with each other.","use moral judgment to determine which duty should be obeyed.","consult authorities instead of relying on our own judgment.","wait until the conflict ceases on its own.",1
" Kamm claims that Sandel's moral distinction between treatment and enhancement assumes that","nature in itself has no moral value.","nature is sacred and should be honored.","human beings want enhancement more than they want treatment.","there is no moral difference between treatment and enhancement.",1
" West argues that feminist legal theory has inadvertently led to the under-acknowledgement of the harms of consensual sex because","it posits that all sex is rape.","by suggesting that the harm of rape is that it is nonconsensual, it implies that all consensual sex is good.","by suggesting that the harm of rape has nothing to do with the victim's gender, it implies that women are not especially harmed by nonconsensual sex.","all of the above.",1
" Sinnott-Armstrong is most interested in examining issues about the moral obligations of","individuals.","societies.","governments.","families.",0
" The decision to remove Terri Schiavo's feeding tube, thus allowing her to die of dehydration, is a case of:","voluntary euthanasia.","physician-assisted suicide.","passive euthanasia.","active euthanasia.",2
" De Marneffe explains that we might call someone a drug addict to show that","it is a mistake to suppose that drug use is sometimes evidence of low self-control.","drug addiction is a problem that drug legalization cannot address.","it is a mistake to suppose that drug use, even heavy drug use, is not autonomous.","none of the above",2
" Frances Kamm discusses the case of a scientist who works on finding a cure for congenital blindness and is motivated only by a bad desire for mastery to suggest that","sometimes an action can be permissible even if it is motivated by a bad desire.","all actions motived by bad desires are impermissible.","the desire for mastery is not, as Sandel argues, a bad desire.","sometimes the only way to cure a disease is through selfish desires.",0
" If Thomson's conclusion is correct, then","the abortion issue cannot be settled just by determining at what stage (if any) the fetus is a person.","abortion is always morally permissible.","abortion is never morally permissible.","the abortion issue can be settled just by determining at what stage (if any) the fetus is a person.",0
" In satisfying Kant's Humanity formulation of the categorical imperative, we are obligated to adopt two very general goals: the goal of promoting the (morally permissible) ends of others and the goal of","self-perfection.","producing happiness.","increasing welfare.","self-sacrifice.",0
" Ashford defines a structural human rights violation as","violations of human rights that pertain to the structure of a person's practical, social, and political agency.","ongoing patterns of behavior by a large number of agents which predictably result in many others coming to be deprived of the object of a fundamental human right: the means of subsistence.","the violation of fundamental human rights brought about the political structures of a particular government.","all of the above",1
" Which of the following is a possible source of obligations, according to Cohen?","rights","freely made commitments","special relations","all of the above",3
" Richardson-Self argues that sexist speech","is always hate speech, because it involves violence.","is not always hate speech, because it does not involve violence","is always hate speech, because it does not involves violence.","I s not always hate speech, because it always involves violence.",1
" Norcross agrees that if a being is incapable of moral reasoning, at even the most basic level, then it cannot be","a moral patient.","a moral agent.","an object of moral sympathy.","a being of value.",1
" Shapiro cites a study of Vietnam veterans, which showed a significant decrease in heroin use after the veterans returned home. Which factor does Shapiro cite as explaining this decrease?","the type of drug used","the duration over which the users used the drug","the pharmacological effects of heroin","the difference in social setting",3
" One suggestion that Lukianoff and Haidt make to challenge vindictive protectiveness is","have colleges and universities officially and strongly discourage trigger warnings.","to defund the Department of Education.","to promote greater understanding of historical and contemporary oppression.","none of the above.",1
" Aristotle's moral theory is a version of","virtue ethics.","consequentialism.","rights-based theory.","utilitarianism.",0
" Suppose Wellman argued that just as you have a right not to marry someone who would be harmed by your refusal, a state is free to exclude others even if it causes harm to them. Fine would respond by saying that","the liberal state cannot claim to be primarily an intimate or expressive association.","you do not have the right to refuse a legitimate marriage proposal.","there is no difference between marital relationships and the relationship between a citizen and his state.","refusing to marry someone cannot be a cause of harm.",0
" Which of the following is an example of a 'right of noninterference' according to Arthur?","the right to privacy","the right to life","the right to exercise religious freedom","all of the above",3
" Audi proposed that we expand Ross's list of prima facie duties to include","veracity.","enhancement and preservation of freedom.","respectfulness.","all of the above",3
" According to Singer, which of the following historical defenders of the principle of equal consideration of interests was one of the few to recognize that the principle applies to members of other species as well as to our own?","Immanuel Kant","Aristotle","Jeremy Bentham","John Stuart Mill",2
" The only way to break out of the 'terrorist cycle,' says Walzer, is to","attack quickly, swiftly, and with full force.","use the same tactics the terrorists use.","avoid playing the terrorism game.","use psychological rather than military tactics.",2
" According to Norcross, which of the following arguments poses a formidable challenge to any proposed criterion of full moral standing that excludes animals?","the ontological argument","the argument from cosmology","the argument from marginal cases","none of the above",2
" According to Aquinas's moral theory, morality is ultimately grounded in","agreements made between individuals.","pleasure and the absence of pain.","facts about human nature.","virtue.",2
" Kant's moral theory is a version of","consequentialism.","virtue ethics.","utilitarianism.","none of the above",3
" Which of the following statements best describes Gill's response to the argument that the Oregon physician-assisted law falsely assumes that doctors are qualified to judge whether a life is worth living?","Doctors are as qualified as any other mature adult to decide whether a life is worth living.","Doctors are normally required to make life-and-death decisions, and this is no exception.","The argument is self-defeating because it was proposed by medical doctors.","The law only requires doctors to make medical decisions about the patient's life expectancy and prognosis.",3
" The best explanation for drug addiction, according to Shapiro, appeals to","one's individual mindset and social setting.","the pharmacological effects of drug use (e.g., withdrawal).","one's genetic profile, which explains why some people have "addictive personalities."","specific psychological disorders such as obsessive-compulsive disorder.",0
" Wellman accepts that there are other values besides the freedom of association, such as","egalitarian values concerning the elimination of inequalities that make people vulnerable to oppression.","libertarian values concerning individuals' property rights and freedom of movement.","both A and B","nothing; there are no values besides freedom of association",2
" What does Marquis think is the main reason why it is wrong to kill a fetus?","The fetus can feel pain.","Abortion will harm the woman.","Killing the fetus would deprive it of a valuable future.","all of the above",2
